source_file,run_id,case_id,company_name,pred_financing_initiation,true_financing_initiation,financing_initiation_correct,pred_financing_completion,true_financing_completion,pred_deal_type,true_deal_type,deal_type_correct,pred_valuation_direction,true_valuation_direction,valuation_direction_correct,pred_deal_size_usd_m,true_deal_size_usd_m,deal_size_abs_error_usd_m,deal_size_abs_pct_error,deal_size_within_25pct,deal_size_within_50pct,pred_post_money_valuation_usd_m,true_post_money_valuation_usd_m,post_money_valuation_abs_error,post_money_valuation_abs_pct_error,post_money_valuation_within_25pct,post_money_valuation_within_50pct,pred_investor_ownership_pct,true_investor_ownership_pct,investor_ownership_abs_error,investor_ownership_abs_pct_error,investor_ownership_within_25pct,investor_ownership_within_50pct
outputs/batch/pitchbook_006/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,4790087_197130868T,4790087,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,seed round,False,up,,,2.0,0.06745,1.93255,28.65159377316531,False,False,15.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_006/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,11830986_813677134T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,10.0,110.75,100.75,0.909706546275395,False,False,50.0,,,,,,20.0,,,,,
outputs/batch/pitchbook_006/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,11830986_549655044T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,220.0,17.607315,202.392685,11.494806845904671,False,False,330.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_006/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,11830986_069610272T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,25.0,23.0,2.0,0.08695652173913043,True,True,150.0,,,,,,15.0,,,,,
outputs/batch/pitchbook_006/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,11830986_789374083T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,25.0,350.0,325.0,0.9285714285714286,False,False,175.0,1100.0,925.0,0.8409090909090909,False,False,15.0,77.27272727,62.272727270000004,0.8058823529343253,False,False
outputs/batch/pitchbook_006/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,11830986_816183250T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,later stage vc,False,up,up,True,500.0,250.0,250.0,1.0,False,False,2000.0,2250.0,250.0,0.1111111111111111,True,True,25.0,78.22066854,53.220668540000005,0.6803913790737335,False,False
outputs/batch/pitchbook_006/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,11830986_293087727T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,later stage vc,later stage vc,True,up,,,500.0,100.0,400.0,4.0,False,False,3000.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_006/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,11982935_342853943T,11982935,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,seed round,False,up,,,2.0,,,,,,15.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_006/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,26050294_545686821T,26050294,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,5.0,0.82633477,4.17366523,5.0508164263740225,False,False,15.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_006/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,55845274_951718297T,55845274,raise_now,raise_now,True,likely_complete,likely_complete,seed round,seed round,True,up,,,2.0,0.7,1.3,1.8571428571428574,False,False,10.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_006/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,55845274_269156833T,55845274,raise_now,raise_now,True,likely_complete,likely_complete,seed round,seed round,True,up,,,1.4,3.142495,1.742495,0.5544941201179318,False,False,7.0,15.697907,8.697907,0.5540806809468294,False,False,25.0,20.01856074,4.981439259999998,0.24884102931767502,True,True
outputs/batch/pitchbook_006/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,56698470_648838575T,56698470,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,5.0,,,,,,15.0,15.0,0.0,0.0,True,True,25.0,,,,,
outputs/batch/pitchbook_006/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,56698470_418076218T,56698470,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,10.0,0.37,9.63,26.027027027027028,False,False,50.0,,,,,,20.0,,,,,
outputs/batch/pitchbook_006/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,65829781_596811480T,65829781,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,2.0,,,,,,15.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_006/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,65829781_005051561T,65829781,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,secondary transaction private,False,up,,,10.0,,,,,,50.0,,,,,,20.0,,,,,
outputs/batch/pitchbook_006/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,82237047_660939529T,82237047,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,seed round,False,up,,,2.0,0.23692996,1.7630700400000001,7.441313204965721,False,False,15.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_006/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,82237047_094939993T,82237047,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,2.0,0.8,1.2,1.4999999999999998,False,False,5.0,4.3,0.7000000000000002,0.16279069767441864,True,True,25.0,,,,,
