case_id,stage,financing_initiation_prediction,financing_initiation_correct,financing_completion_prediction,deal_type_prediction,deal_type_correct,valuation_direction_prediction,valuation_direction_correct,deal_size_prediction,deal_size_true,deal_size_abs_error,deal_size_abs_pct_error,deal_size_within_tolerance,post_money_valuation_prediction,post_money_valuation_true,post_money_valuation_abs_error,post_money_valuation_abs_pct_error,post_money_valuation_within_tolerance,investor_ownership_prediction,investor_ownership_true,investor_ownership_abs_error,investor_ownership_abs_pct_error,investor_ownership_within_tolerance
4790087_197130868T,initial,raise_now,True,likely_complete,seed round,True,up,,2.464286,0.06745,2.396836,35.535003706449224,False,14.785714,,,,,25.0,,,,
4790087_197130868T,round_1,raise_now,True,likely_complete,seed round,True,up,,2.464286,0.06745,2.396836,35.535003706449224,False,14.785714,,,,,25.0,,,,
4790087_197130868T,round_2,raise_now,True,likely_complete,seed round,True,up,,2.464286,0.06745,2.396836,35.535003706449224,False,14.785714,,,,,25.0,,,,
4790087_197130868T,round_3,raise_now,True,likely_complete,seed round,True,up,,2.464286,0.06745,2.396836,35.535003706449224,False,14.785714,,,,,25.0,,,,
4790087_197130868T,final,raise_now,True,likely_complete,seed round,True,up,,2.464286,0.06745,2.396836,35.535003706449224,False,14.785714,,,,,25.0,,,,
11830986_813677134T,initial,raise_now,True,likely_complete,seed round,False,up,,2.464286,110.75,108.285714,0.9777491106094808,False,14.642857,,,,,25.0,,,,
11830986_813677134T,round_1,raise_now,True,likely_complete,seed round,False,up,,2.464286,110.75,108.285714,0.9777491106094808,False,14.642857,,,,,25.0,,,,
11830986_813677134T,round_2,raise_now,True,likely_complete,seed round,False,up,,2.464286,110.75,108.285714,0.9777491106094808,False,14.642857,,,,,25.0,,,,
11830986_813677134T,round_3,raise_now,True,likely_complete,seed round,False,up,,2.464286,110.75,108.285714,0.9777491106094808,False,14.642857,,,,,25.0,,,,
11830986_813677134T,final,raise_now,True,likely_complete,seed round,False,up,,2.464286,110.75,108.285714,0.9777491106094808,False,14.642857,,,,,25.0,,,,
11830986_549655044T,initial,raise_now,True,likely_complete,early stage vc,True,up,,220.0,17.607315,202.392685,11.494806845904671,False,330.0,,,,,25.0,,,,
11830986_549655044T,round_1,raise_now,True,likely_complete,early stage vc,True,up,,220.0,17.607315,202.392685,11.494806845904671,False,330.0,,,,,25.0,,,,
11830986_549655044T,round_2,raise_now,True,likely_complete,early stage vc,True,up,,220.0,17.607315,202.392685,11.494806845904671,False,330.0,,,,,25.0,,,,
11830986_549655044T,round_3,raise_now,True,likely_complete,early stage vc,True,up,,220.0,17.607315,202.392685,11.494806845904671,False,330.0,,,,,25.0,,,,
11830986_549655044T,final,raise_now,True,likely_complete,early stage vc,True,up,,220.0,17.607315,202.392685,11.494806845904671,False,330.0,,,,,25.0,,,,
