case_id,stage,financing_initiation_prediction,financing_initiation_correct,financing_completion_prediction,deal_type_prediction,deal_type_correct,valuation_direction_prediction,valuation_direction_correct,deal_size_prediction,deal_size_true,deal_size_abs_error,deal_size_abs_pct_error,deal_size_within_tolerance,post_money_valuation_prediction,post_money_valuation_true,post_money_valuation_abs_error,post_money_valuation_abs_pct_error,post_money_valuation_within_tolerance,investor_ownership_prediction,investor_ownership_true,investor_ownership_abs_error,investor_ownership_abs_pct_error,investor_ownership_within_tolerance
4790087_197130868T,initial,raise_now,True,likely_complete,seed round,True,up,,2.071429,0.06745,2.003979,29.710585618977024,False,11.071429,,,,,25.0,,,,
4790087_197130868T,round_1,raise_now,True,likely_complete,seed round,True,up,,2.071429,0.06745,2.003979,29.710585618977024,False,11.071429,,,,,25.0,,,,
4790087_197130868T,round_2,raise_now,True,likely_complete,seed round,True,up,,2.071429,0.06745,2.003979,29.710585618977024,False,11.071429,,,,,25.0,,,,
4790087_197130868T,round_3,raise_now,True,likely_complete,seed round,True,up,,2.071429,0.06745,2.003979,29.710585618977024,False,11.071429,,,,,25.0,,,,
4790087_197130868T,final,raise_now,True,likely_complete,seed round,True,up,,2.071429,0.06745,2.003979,29.710585618977024,False,11.071429,,,,,25.0,,,,
11830986_813677134T,initial,raise_now,True,likely_complete,seed round,False,up,,2.464286,110.75,108.285714,0.9777491106094808,False,14.642857,,,,,25.0,,,,
11830986_813677134T,round_1,raise_now,True,likely_complete,seed round,False,up,,2.464286,110.75,108.285714,0.9777491106094808,False,14.642857,,,,,25.0,,,,
11830986_813677134T,round_2,raise_now,True,likely_complete,seed round,False,up,,2.464286,110.75,108.285714,0.9777491106094808,False,14.642857,,,,,25.0,,,,
11830986_813677134T,round_3,raise_now,True,likely_complete,seed round,False,up,,2.464286,110.75,108.285714,0.9777491106094808,False,14.642857,,,,,25.0,,,,
11830986_813677134T,final,raise_now,True,likely_complete,seed round,False,up,,2.464286,110.75,108.285714,0.9777491106094808,False,14.642857,,,,,25.0,,,,
11830986_549655044T,initial,raise_now,True,likely_complete,early stage vc,True,up,,220.0,17.607315,202.392685,11.494806845904671,False,330.0,,,,,30.0,,,,
11830986_549655044T,round_1,raise_now,True,likely_complete,early stage vc,True,up,,220.0,17.607315,202.392685,11.494806845904671,False,330.0,,,,,30.0,,,,
11830986_549655044T,round_2,raise_now,True,likely_complete,early stage vc,True,up,,220.0,17.607315,202.392685,11.494806845904671,False,330.0,,,,,30.0,,,,
11830986_549655044T,round_3,raise_now,True,likely_complete,early stage vc,True,up,,220.0,17.607315,202.392685,11.494806845904671,False,330.0,,,,,30.0,,,,
11830986_549655044T,final,raise_now,True,likely_complete,early stage vc,True,up,,220.0,17.607315,202.392685,11.494806845904671,False,330.0,,,,,30.0,,,,
11830986_069610272T,initial,raise_now,True,likely_complete,early stage vc,True,up,,35.21,23.0,12.21,0.5308695652173914,False,163.57,,,,,35.0,,,,
11830986_069610272T,round_1,raise_now,True,likely_complete,early stage vc,True,up,,35.21,23.0,12.21,0.5308695652173914,False,163.57,,,,,35.0,,,,
11830986_069610272T,round_2,raise_now,True,likely_complete,early stage vc,True,up,,35.21,23.0,12.21,0.5308695652173914,False,163.57,,,,,35.0,,,,
11830986_069610272T,round_3,raise_now,True,likely_complete,early stage vc,True,up,,35.21,23.0,12.21,0.5308695652173914,False,163.57,,,,,35.0,,,,
11830986_069610272T,final,raise_now,True,likely_complete,early stage vc,True,up,,35.21,23.0,12.21,0.5308695652173914,False,163.57,,,,,35.0,,,,
11830986_789374083T,initial,raise_now,True,likely_complete,early stage vc,True,up,,30.0,350.0,320.0,0.9142857142857143,False,200.0,1100.0,900.0,0.8181818181818182,False,25.0,77.27272727,52.272727270000004,0.6764705882238754,False
11830986_789374083T,round_1,raise_now,True,likely_complete,early stage vc,True,up,,30.0,350.0,320.0,0.9142857142857143,False,200.0,1100.0,900.0,0.8181818181818182,False,25.0,77.27272727,52.272727270000004,0.6764705882238754,False
11830986_789374083T,round_2,raise_now,True,likely_complete,early stage vc,True,up,,30.0,350.0,320.0,0.9142857142857143,False,200.0,1100.0,900.0,0.8181818181818182,False,25.0,77.27272727,52.272727270000004,0.6764705882238754,False
11830986_789374083T,round_3,raise_now,True,likely_complete,early stage vc,True,up,,30.0,350.0,320.0,0.9142857142857143,False,200.0,1100.0,900.0,0.8181818181818182,False,25.0,77.27272727,52.272727270000004,0.6764705882238754,False
11830986_789374083T,final,raise_now,True,likely_complete,early stage vc,True,up,,30.0,350.0,320.0,0.9142857142857143,False,200.0,1100.0,900.0,0.8181818181818182,False,25.0,77.27272727,52.272727270000004,0.6764705882238754,False
11830986_816183250T,initial,raise_now,True,likely_complete,early stage vc,False,up,True,500.0,250.0,250.0,1.0,False,2000.0,2250.0,250.0,0.1111111111111111,True,25.0,78.22066854,53.220668540000005,0.6803913790737335,False
11830986_816183250T,round_1,raise_now,True,likely_complete,early stage vc,False,up,True,500.0,250.0,250.0,1.0,False,2000.0,2250.0,250.0,0.1111111111111111,True,25.0,78.22066854,53.220668540000005,0.6803913790737335,False
11830986_816183250T,round_2,raise_now,True,likely_complete,early stage vc,False,up,True,500.0,250.0,250.0,1.0,False,2000.0,2250.0,250.0,0.1111111111111111,True,25.0,78.22066854,53.220668540000005,0.6803913790737335,False
11830986_816183250T,round_3,raise_now,True,likely_complete,early stage vc,False,up,True,500.0,250.0,250.0,1.0,False,2000.0,2250.0,250.0,0.1111111111111111,True,25.0,78.22066854,53.220668540000005,0.6803913790737335,False
11830986_816183250T,final,raise_now,True,likely_complete,early stage vc,False,up,True,500.0,250.0,250.0,1.0,False,2000.0,2250.0,250.0,0.1111111111111111,True,25.0,78.22066854,53.220668540000005,0.6803913790737335,False
11830986_293087727T,initial,raise_now,True,likely_complete,later stage vc,True,up,,371.428571,100.0,271.428571,2.71428571,False,3357.142857,,,,,71.428571,,,,
11830986_293087727T,round_1,raise_now,True,likely_complete,later stage vc,True,up,,371.428571,100.0,271.428571,2.71428571,False,3357.142857,,,,,71.428571,,,,
11830986_293087727T,round_2,raise_now,True,likely_complete,later stage vc,True,up,,321.428571,100.0,221.42857099999998,2.21428571,False,3107.142857,,,,,73.928571,,,,
11830986_293087727T,round_3,raise_now,True,likely_complete,later stage vc,True,up,,321.428571,100.0,221.42857099999998,2.21428571,False,3107.142857,,,,,73.928571,,,,
11830986_293087727T,final,raise_now,True,likely_complete,later stage vc,True,up,,321.428571,100.0,221.42857099999998,2.21428571,False,3107.142857,,,,,73.928571,,,,
11982935_342853943T,initial,raise_now,True,likely_complete,seed round,True,up,,2.464286,,,,,14.642857,,,,,20.357143,,,,
11982935_342853943T,round_1,raise_now,True,likely_complete,seed round,True,up,,2.464286,,,,,14.642857,,,,,20.357143,,,,
11982935_342853943T,round_2,raise_now,True,likely_complete,seed round,True,up,,2.464286,,,,,14.642857,,,,,20.357143,,,,
11982935_342853943T,round_3,raise_now,True,likely_complete,seed round,True,up,,2.464286,,,,,14.642857,,,,,20.357143,,,,
11982935_342853943T,final,raise_now,True,likely_complete,seed round,True,up,,2.464286,,,,,14.642857,,,,,20.357143,,,,
26050294_545686821T,initial,raise_now,True,likely_complete,early stage vc,True,up,,14.642857,0.82633477,13.816522229999999,16.720247932929166,False,59.285714,,,,,25.0,,,,
26050294_545686821T,round_1,raise_now,True,likely_complete,early stage vc,True,up,,14.642857,0.82633477,13.816522229999999,16.720247932929166,False,59.285714,,,,,25.0,,,,
26050294_545686821T,round_2,raise_now,True,likely_complete,early stage vc,True,up,,14.642857,0.82633477,13.816522229999999,16.720247932929166,False,59.285714,,,,,25.0,,,,
26050294_545686821T,round_3,raise_now,True,likely_complete,early stage vc,True,up,,14.642857,0.82633477,13.816522229999999,16.720247932929166,False,59.285714,,,,,25.0,,,,
26050294_545686821T,final,raise_now,True,likely_complete,early stage vc,True,up,,14.642857,0.82633477,13.816522229999999,16.720247932929166,False,59.285714,,,,,25.0,,,,
55845274_951718297T,initial,raise_now,True,likely_complete,seed round,True,up,,2.071429,0.7,1.3714290000000002,1.9591842857142863,False,11.071429,,,,,25.0,,,,
55845274_951718297T,round_1,raise_now,True,likely_complete,seed round,True,up,,2.071429,0.7,1.3714290000000002,1.9591842857142863,False,11.071429,,,,,25.0,,,,
55845274_951718297T,round_2,raise_now,True,likely_complete,seed round,True,up,,2.071429,0.7,1.3714290000000002,1.9591842857142863,False,11.071429,,,,,25.0,,,,
55845274_951718297T,round_3,raise_now,True,likely_complete,seed round,True,up,,2.071429,0.7,1.3714290000000002,1.9591842857142863,False,11.071429,,,,,25.0,,,,
55845274_951718297T,final,raise_now,True,likely_complete,seed round,True,up,,2.071429,0.7,1.3714290000000002,1.9591842857142863,False,11.071429,,,,,25.0,,,,
55845274_269156833T,initial,raise_now,True,likely_complete,seed round,True,up,,1.285714,3.142495,1.8567809999999998,0.5908620379666475,False,2.142857,15.697907,13.555050000000001,0.8634940951045258,False,25.0,20.01856074,4.981439259999998,0.24884102931767502,True
55845274_269156833T,round_1,raise_now,True,likely_complete,seed round,True,up,,1.285714,3.142495,1.8567809999999998,0.5908620379666475,False,2.142857,15.697907,13.555050000000001,0.8634940951045258,False,25.0,20.01856074,4.981439259999998,0.24884102931767502,True
55845274_269156833T,round_2,raise_now,True,likely_complete,seed round,True,up,,1.285714,3.142495,1.8567809999999998,0.5908620379666475,False,2.142857,15.697907,13.555050000000001,0.8634940951045258,False,25.0,20.01856074,4.981439259999998,0.24884102931767502,True
55845274_269156833T,round_3,raise_now,True,likely_complete,seed round,True,up,,1.285714,3.142495,1.8567809999999998,0.5908620379666475,False,2.142857,15.697907,13.555050000000001,0.8634940951045258,False,25.0,20.01856074,4.981439259999998,0.24884102931767502,True
55845274_269156833T,final,raise_now,True,likely_complete,seed round,True,up,,1.285714,3.142495,1.8567809999999998,0.5908620379666475,False,2.142857,15.697907,13.555050000000001,0.8634940951045258,False,25.0,20.01856074,4.981439259999998,0.24884102931767502,True
56698470_648838575T,initial,raise_now,True,likely_complete,seed round,False,up,,4.785714,,,,,23.928571,15.0,8.928571000000002,0.5952380666666668,False,25.0,,,,
56698470_648838575T,round_1,raise_now,True,likely_complete,seed round,False,up,,4.785714,,,,,23.928571,15.0,8.928571000000002,0.5952380666666668,False,25.0,,,,
56698470_648838575T,round_2,raise_now,True,likely_complete,seed round,False,up,,4.785714,,,,,23.928571,15.0,8.928571000000002,0.5952380666666668,False,25.0,,,,
56698470_648838575T,round_3,raise_now,True,likely_complete,seed round,False,up,,4.785714,,,,,23.928571,15.0,8.928571000000002,0.5952380666666668,False,25.0,,,,
56698470_648838575T,final,raise_now,True,likely_complete,seed round,False,up,,4.785714,,,,,23.928571,15.0,8.928571000000002,0.5952380666666668,False,25.0,,,,
56698470_418076218T,initial,raise_now,True,likely_complete,early stage vc,True,up,,1.964286,0.37,1.5942859999999999,4.308881081081081,False,25.0,,,,,25.0,,,,
56698470_418076218T,round_1,raise_now,True,likely_complete,early stage vc,True,up,,1.964286,0.37,1.5942859999999999,4.308881081081081,False,25.0,,,,,25.0,,,,
56698470_418076218T,round_2,raise_now,True,likely_complete,early stage vc,True,up,,1.964286,0.37,1.5942859999999999,4.308881081081081,False,25.0,,,,,25.0,,,,
56698470_418076218T,round_3,raise_now,True,likely_complete,early stage vc,True,up,,1.964286,0.37,1.5942859999999999,4.308881081081081,False,25.0,,,,,25.0,,,,
56698470_418076218T,final,raise_now,True,likely_complete,early stage vc,True,up,,1.964286,0.37,1.5942859999999999,4.308881081081081,False,25.0,,,,,25.0,,,,
65829781_596811480T,initial,raise_now,True,likely_complete,early stage vc,True,up,,4.857143,,,,,24.285714,,,,,20.357143,,,,
65829781_596811480T,round_1,raise_now,True,likely_complete,early stage vc,True,up,,4.857143,,,,,24.285714,,,,,20.357143,,,,
