source_file,run_id,case_id,company_name,pred_financing_initiation,true_financing_initiation,financing_initiation_correct,pred_financing_completion,true_financing_completion,pred_deal_type,true_deal_type,deal_type_correct,pred_valuation_direction,true_valuation_direction,valuation_direction_correct,pred_deal_size_usd_m,true_deal_size_usd_m,deal_size_abs_error_usd_m,deal_size_abs_pct_error,deal_size_within_25pct,deal_size_within_50pct,pred_post_money_valuation_usd_m,true_post_money_valuation_usd_m,post_money_valuation_abs_error,post_money_valuation_abs_pct_error,post_money_valuation_within_25pct,post_money_valuation_within_50pct,pred_investor_ownership_pct,true_investor_ownership_pct,investor_ownership_abs_error,investor_ownership_abs_pct_error,investor_ownership_within_25pct,investor_ownership_within_50pct
outputs/batch/pitchbook_007/run_001/results.jsonl,run_001,4790087_197130868T,4790087,raise_now,raise_now,True,likely_complete,likely_complete,seed round,seed round,True,up,,,2.071429,0.06745,2.003979,29.710585618977024,False,False,11.071429,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/results.jsonl,run_001,11830986_813677134T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,seed round,early stage vc,False,up,,,2.464286,110.75,108.285714,0.9777491106094808,False,False,14.642857,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/results.jsonl,run_001,11830986_549655044T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,220.0,17.607315,202.392685,11.494806845904671,False,False,330.0,,,,,,30.0,,,,,
outputs/batch/pitchbook_007/run_001/results.jsonl,run_001,11830986_069610272T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,35.21,23.0,12.21,0.5308695652173914,False,False,163.57,,,,,,35.0,,,,,
outputs/batch/pitchbook_007/run_001/results.jsonl,run_001,11830986_789374083T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,30.0,350.0,320.0,0.9142857142857143,False,False,200.0,1100.0,900.0,0.8181818181818182,False,False,25.0,77.27272727,52.272727270000004,0.6764705882238754,False,False
outputs/batch/pitchbook_007/run_001/results.jsonl,run_001,11830986_816183250T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,later stage vc,False,up,up,True,500.0,250.0,250.0,1.0,False,False,2000.0,2250.0,250.0,0.1111111111111111,True,True,25.0,78.22066854,53.220668540000005,0.6803913790737335,False,False
outputs/batch/pitchbook_007/run_001/results.jsonl,run_001,11830986_293087727T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,later stage vc,later stage vc,True,up,,,321.428571,100.0,221.42857099999998,2.21428571,False,False,3107.142857,,,,,,73.928571,,,,,
outputs/batch/pitchbook_007/run_001/results.jsonl,run_001,11982935_342853943T,11982935,raise_now,raise_now,True,likely_complete,likely_complete,seed round,seed round,True,up,,,2.464286,,,,,,14.642857,,,,,,20.357143,,,,,
outputs/batch/pitchbook_007/run_001/results.jsonl,run_001,26050294_545686821T,26050294,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,14.642857,0.82633477,13.816522229999999,16.720247932929166,False,False,59.285714,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/results.jsonl,run_001,55845274_951718297T,55845274,raise_now,raise_now,True,likely_complete,likely_complete,seed round,seed round,True,up,,,2.071429,0.7,1.3714290000000002,1.9591842857142863,False,False,11.071429,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/results.jsonl,run_001,55845274_269156833T,55845274,raise_now,raise_now,True,likely_complete,likely_complete,seed round,seed round,True,up,,,1.285714,3.142495,1.8567809999999998,0.5908620379666475,False,False,2.142857,15.697907,13.555050000000001,0.8634940951045258,False,False,25.0,20.01856074,4.981439259999998,0.24884102931767502,True,True
outputs/batch/pitchbook_007/run_001/results.jsonl,run_001,56698470_648838575T,56698470,raise_now,raise_now,True,likely_complete,likely_complete,seed round,early stage vc,False,up,,,4.785714,,,,,,23.928571,15.0,8.928571000000002,0.5952380666666668,False,False,25.0,,,,,
outputs/batch/pitchbook_007/run_001/results.jsonl,run_001,56698470_418076218T,56698470,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,1.964286,0.37,1.5942859999999999,4.308881081081081,False,False,25.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/results.jsonl,run_001,65829781_596811480T,65829781,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,4.857143,,,,,,24.285714,,,,,,20.357143,,,,,
outputs/batch/pitchbook_007/run_001/results.jsonl,run_001,65829781_005051561T,65829781,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,secondary transaction private,False,up,,,2.357143,,,,,,17.142857,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/results.jsonl,run_001,82237047_660939529T,82237047,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,seed round,False,up,,,2.464286,0.23692996,2.22735604,9.400904976306078,False,False,14.785714,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/results.jsonl,run_001,82237047_094939993T,82237047,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,0.75,0.8,0.050000000000000044,0.06250000000000006,True,True,1.0,4.3,3.3,0.7674418604651163,False,False,25.0,,,,,
