source_file,run_id,case_id,company_name,pred_financing_initiation,true_financing_initiation,financing_initiation_correct,pred_financing_completion,true_financing_completion,pred_deal_type,true_deal_type,deal_type_correct,pred_valuation_direction,true_valuation_direction,valuation_direction_correct,pred_deal_size_usd_m,true_deal_size_usd_m,deal_size_abs_error_usd_m,deal_size_abs_pct_error,deal_size_within_25pct,deal_size_within_50pct,pred_post_money_valuation_usd_m,true_post_money_valuation_usd_m,post_money_valuation_abs_error,post_money_valuation_abs_pct_error,post_money_valuation_within_25pct,post_money_valuation_within_50pct,pred_investor_ownership_pct,true_investor_ownership_pct,investor_ownership_abs_error,investor_ownership_abs_pct_error,investor_ownership_within_25pct,investor_ownership_within_50pct
outputs/batch/pitchbook_007/run_001/baseline_history_only_results.jsonl,run_001/baseline_history_only,4790087_197130868T,4790087,raise_now,raise_now,True,likely_complete,likely_complete,seed round,seed round,True,up,,,2.0,0.06745,1.93255,28.65159377316531,False,False,10.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_only_results.jsonl,run_001/baseline_history_only,11830986_813677134T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,5.0,110.75,105.75,0.9548532731376975,False,False,25.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_only_results.jsonl,run_001/baseline_history_only,11830986_549655044T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,150.0,17.607315,132.392685,7.519186485844094,False,False,500.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_only_results.jsonl,run_001/baseline_history_only,11830986_069610272T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,25.0,23.0,2.0,0.08695652173913043,True,True,150.0,,,,,,20.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_only_results.jsonl,run_001/baseline_history_only,11830986_789374083T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,25.0,350.0,325.0,0.9285714285714286,False,False,175.0,1100.0,925.0,0.8409090909090909,False,False,15.0,77.27272727,62.272727270000004,0.8058823529343253,False,False
outputs/batch/pitchbook_007/run_001/baseline_history_only_results.jsonl,run_001/baseline_history_only,11830986_816183250T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,later stage vc,False,up,up,True,500.0,250.0,250.0,1.0,False,False,1500.0,2250.0,750.0,0.3333333333333333,False,True,25.0,78.22066854,53.220668540000005,0.6803913790737335,False,False
outputs/batch/pitchbook_007/run_001/baseline_history_only_results.jsonl,run_001/baseline_history_only,11830986_293087727T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,later stage vc,later stage vc,True,up,,,300.0,100.0,200.0,2.0,False,False,2750.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_only_results.jsonl,run_001/baseline_history_only,11982935_342853943T,11982935,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,seed round,False,up,,,10.0,,,,,,50.0,,,,,,20.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_only_results.jsonl,run_001/baseline_history_only,26050294_545686821T,26050294,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,5.0,0.82633477,4.17366523,5.0508164263740225,False,False,25.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_only_results.jsonl,run_001/baseline_history_only,55845274_951718297T,55845274,raise_now,raise_now,True,likely_complete,likely_complete,seed round,seed round,True,up,,,2.0,0.7,1.3,1.8571428571428574,False,False,10.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_only_results.jsonl,run_001/baseline_history_only,55845274_269156833T,55845274,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,seed round,False,up,,,10.0,3.142495,6.857505,2.1821848563004873,False,False,50.0,15.697907,34.302093,2.185137993236933,False,False,20.0,20.01856074,0.01856074000000163,0.0009271765458599911,True,True
outputs/batch/pitchbook_007/run_001/baseline_history_only_results.jsonl,run_001/baseline_history_only,56698470_648838575T,56698470,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,10.0,,,,,,50.0,15.0,35.0,2.3333333333333335,False,False,20.0,,,,,
