case_id,stage,financing_initiation_prediction,financing_initiation_correct,financing_completion_prediction,deal_type_prediction,deal_type_correct,valuation_direction_prediction,valuation_direction_correct,deal_size_prediction,deal_size_true,deal_size_abs_error,deal_size_abs_pct_error,deal_size_within_tolerance,post_money_valuation_prediction,post_money_valuation_true,post_money_valuation_abs_error,post_money_valuation_abs_pct_error,post_money_valuation_within_tolerance,investor_ownership_prediction,investor_ownership_true,investor_ownership_abs_error,investor_ownership_abs_pct_error,investor_ownership_within_tolerance
4790087_197130868T,initial,raise_now,True,likely_complete,early stage vc,False,up,,10.0,0.06745,9.93255,147.25796886582657,False,50.0,,,,,20.0,,,,
4790087_197130868T,round_1,raise_now,True,likely_complete,early stage vc,False,up,,10.0,0.06745,9.93255,147.25796886582657,False,50.0,,,,,20.0,,,,
4790087_197130868T,round_2,raise_now,True,likely_complete,early stage vc,False,up,,10.0,0.06745,9.93255,147.25796886582657,False,50.0,,,,,20.0,,,,
4790087_197130868T,round_3,raise_now,True,likely_complete,early stage vc,False,up,,10.0,0.06745,9.93255,147.25796886582657,False,50.0,,,,,20.0,,,,
4790087_197130868T,final,raise_now,True,likely_complete,early stage vc,False,up,,10.0,0.06745,9.93255,147.25796886582657,False,50.0,,,,,20.0,,,,
11830986_813677134T,initial,raise_now,True,likely_complete,seed round,False,up,,1.0,110.75,109.75,0.9909706546275395,False,5.0,,,,,25.0,,,,
11830986_813677134T,round_1,raise_now,True,likely_complete,seed round,False,up,,4.428571,110.75,106.321429,0.9600129029345372,False,18.928571,,,,,22.5,,,,
11830986_813677134T,round_2,raise_now,True,likely_complete,seed round,False,up,,8.285714,110.75,102.464286,0.9251854266365689,False,38.214286,,,,,20.357143,,,,
11830986_813677134T,round_3,raise_now,True,likely_complete,seed round,False,up,,8.285714,110.75,102.464286,0.9251854266365689,False,38.214286,,,,,20.357143,,,,
11830986_813677134T,final,raise_now,True,likely_complete,seed round,False,up,,8.285714,110.75,102.464286,0.9251854266365689,False,38.214286,,,,,20.357143,,,,
11830986_549655044T,initial,raise_now,True,likely_complete,early stage vc,True,up,,55.0,17.607315,37.392685,2.123701711476168,False,200.0,,,,,25.0,,,,
11830986_549655044T,round_1,raise_now,True,likely_complete,early stage vc,True,up,,55.0,17.607315,37.392685,2.123701711476168,False,200.0,,,,,25.0,,,,
11830986_549655044T,round_2,raise_now,True,likely_complete,early stage vc,True,up,,55.0,17.607315,37.392685,2.123701711476168,False,200.0,,,,,25.0,,,,
11830986_549655044T,round_3,raise_now,True,likely_complete,early stage vc,True,up,,55.0,17.607315,37.392685,2.123701711476168,False,200.0,,,,,25.0,,,,
11830986_549655044T,final,raise_now,True,likely_complete,early stage vc,True,up,,55.0,17.607315,37.392685,2.123701711476168,False,200.0,,,,,25.0,,,,
