source_file,run_id,case_id,company_name,pred_financing_initiation,true_financing_initiation,financing_initiation_correct,pred_financing_completion,true_financing_completion,pred_deal_type,true_deal_type,deal_type_correct,pred_valuation_direction,true_valuation_direction,valuation_direction_correct,pred_deal_size_usd_m,true_deal_size_usd_m,deal_size_abs_error_usd_m,deal_size_abs_pct_error,deal_size_within_25pct,deal_size_within_50pct,pred_post_money_valuation_usd_m,true_post_money_valuation_usd_m,post_money_valuation_abs_error,post_money_valuation_abs_pct_error,post_money_valuation_within_25pct,post_money_valuation_within_50pct,pred_investor_ownership_pct,true_investor_ownership_pct,investor_ownership_abs_error,investor_ownership_abs_pct_error,investor_ownership_within_25pct,investor_ownership_within_50pct
outputs/batch/pitchbook_006/run_001/results.jsonl,run_001,4790087_197130868T,4790087,raise_now,raise_now,True,likely_complete,likely_complete,seed round,seed round,True,up,,,2.464286,0.06745,2.396836,35.535003706449224,False,False,14.785714,,,,,,25.0,,,,,
outputs/batch/pitchbook_006/run_001/results.jsonl,run_001,11830986_813677134T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,seed round,early stage vc,False,up,,,2.464286,110.75,108.285714,0.9777491106094808,False,False,14.642857,,,,,,25.0,,,,,
outputs/batch/pitchbook_006/run_001/results.jsonl,run_001,11830986_549655044T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,220.0,17.607315,202.392685,11.494806845904671,False,False,330.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_006/run_001/results.jsonl,run_001,11830986_069610272T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,35.21,23.0,12.21,0.5308695652173914,False,False,163.57,,,,,,35.0,,,,,
outputs/batch/pitchbook_006/run_001/results.jsonl,run_001,11830986_789374083T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,30.0,350.0,320.0,0.9142857142857143,False,False,200.0,1100.0,900.0,0.8181818181818182,False,False,25.0,77.27272727,52.272727270000004,0.6764705882238754,False,False
outputs/batch/pitchbook_006/run_001/results.jsonl,run_001,11830986_816183250T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,later stage vc,False,up,up,True,678.571429,250.0,428.57142899999997,1.7142857159999998,False,False,2357.142857,2250.0,107.14285699999982,0.047619047555555474,True,True,25.0,78.22066854,53.220668540000005,0.6803913790737335,False,False
outputs/batch/pitchbook_006/run_001/results.jsonl,run_001,11830986_293087727T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,later stage vc,later stage vc,True,up,,,335.714286,100.0,235.71428600000002,2.35714286,False,False,3000.0,,,,,,75.0,,,,,
outputs/batch/pitchbook_006/run_001/results.jsonl,run_001,11982935_342853943T,11982935,raise_now,raise_now,True,likely_complete,likely_complete,seed round,seed round,True,up,,,2.464286,,,,,,14.785714,,,,,,25.0,,,,,
outputs/batch/pitchbook_006/run_001/results.jsonl,run_001,26050294_545686821T,26050294,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,14.642857,0.82633477,13.816522229999999,16.720247932929166,False,False,59.285714,,,,,,25.0,,,,,
outputs/batch/pitchbook_006/run_001/results.jsonl,run_001,55845274_951718297T,55845274,raise_now,raise_now,True,likely_complete,likely_complete,seed round,seed round,True,up,,,2.392857,0.7,1.6928569999999998,2.418367142857143,False,False,14.285714,,,,,,25.0,,,,,
