source_file,run_id,case_id,company_name,pred_financing_initiation,true_financing_initiation,financing_initiation_correct,pred_financing_completion,true_financing_completion,pred_deal_type,true_deal_type,deal_type_correct,pred_valuation_direction,true_valuation_direction,valuation_direction_correct,pred_deal_size_usd_m,true_deal_size_usd_m,deal_size_abs_error_usd_m,deal_size_abs_pct_error,deal_size_within_25pct,deal_size_within_50pct,pred_post_money_valuation_usd_m,true_post_money_valuation_usd_m,post_money_valuation_abs_error,post_money_valuation_abs_pct_error,post_money_valuation_within_25pct,post_money_valuation_within_50pct,pred_investor_ownership_pct,true_investor_ownership_pct,investor_ownership_abs_error,investor_ownership_abs_pct_error,investor_ownership_within_25pct,investor_ownership_within_50pct
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,4790087_197130868T,4790087,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,seed round,False,up,,,2.0,0.06745,1.93255,28.65159377316531,False,False,15.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,11830986_813677134T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,5.0,110.75,105.75,0.9548532731376975,False,False,15.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,11830986_549655044T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,220.0,17.607315,202.392685,11.494806845904671,False,False,330.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,11830986_069610272T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,25.0,23.0,2.0,0.08695652173913043,True,True,150.0,,,,,,15.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,11830986_789374083T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,25.0,350.0,325.0,0.9285714285714286,False,False,175.0,1100.0,925.0,0.8409090909090909,False,False,15.0,77.27272727,62.272727270000004,0.8058823529343253,False,False
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,11830986_816183250T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,later stage vc,False,up,up,True,500.0,250.0,250.0,1.0,False,False,2000.0,2250.0,250.0,0.1111111111111111,True,True,25.0,78.22066854,53.220668540000005,0.6803913790737335,False,False
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,11830986_293087727T,11830986,raise_now,raise_now,True,likely_complete,likely_complete,later stage vc,later stage vc,True,up,,,500.0,100.0,400.0,4.0,False,False,3000.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,11982935_342853943T,11982935,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,seed round,False,up,,,2.0,,,,,,15.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,26050294_545686821T,26050294,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,5.0,0.82633477,4.17366523,5.0508164263740225,False,False,15.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,55845274_951718297T,55845274,raise_now,raise_now,True,likely_complete,likely_complete,seed round,seed round,True,up,,,2.0,0.7,1.3,1.8571428571428574,False,False,10.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,55845274_269156833T,55845274,raise_now,raise_now,True,likely_complete,likely_complete,seed round,seed round,True,up,,,1.4,3.142495,1.742495,0.5544941201179318,False,False,7.0,15.697907,8.697907,0.5540806809468294,False,False,25.0,20.01856074,4.981439259999998,0.24884102931767502,True,True
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,56698470_648838575T,56698470,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,5.0,,,,,,15.0,15.0,0.0,0.0,True,True,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,56698470_418076218T,56698470,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,10.0,0.37,9.63,26.027027027027028,False,False,50.0,,,,,,20.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,65829781_596811480T,65829781,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,2.0,,,,,,15.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,65829781_005051561T,65829781,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,secondary transaction private,False,up,,,10.0,,,,,,50.0,,,,,,20.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,82237047_660939529T,82237047,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,seed round,False,up,,,2.0,0.23692996,1.7630700400000001,7.441313204965721,False,False,15.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,82237047_094939993T,82237047,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,2.0,0.8,1.2,1.4999999999999998,False,False,5.0,4.3,0.7000000000000002,0.16279069767441864,True,True,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,82237047_302141975T,82237047,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,later stage vc,False,up,,,1.0,2.55275491,1.55275491,0.6082663493927037,False,False,5.0,,,,,,15.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,87512028_605122136T,87512028,raise_now,raise_now,True,likely_complete,likely_complete,seed round,secondary transaction private,False,up,,,2.0,,,,,,15.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,87512028_919782061T,87512028,raise_now,raise_now,True,likely_complete,likely_complete,seed round,seed round,True,up,,,2.0,,,,,,15.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,97714444_926438972T,97714444,raise_now,raise_now,True,likely_complete,likely_complete,seed round,early stage vc,False,up,,,2.0,12.0,10.0,0.8333333333333334,False,False,15.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,101676742_333240762T,101676742,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,later stage vc,False,up,,,2.0,,,,,,15.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,103281360_917957046T,103281360,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,5.0,0.55393458,4.44606542,8.026336647912467,False,False,15.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,108943275_273554390T,108943275,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,seed round,False,up,,,15.0,0.6,14.4,24.0,False,False,80.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,108943275_242536412T,108943275,raise_now,raise_now,True,likely_complete,likely_complete,seed round,early stage vc,False,up,,,1.0,2.728363,1.7283629999999999,0.6334798558696185,False,False,10.0,6.540691,3.459309,0.5288904490366538,False,False,25.0,46.8317837,21.831783700000003,0.46617450746382744,False,True
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,123268600_158462168T,123268600,raise_now,raise_now,True,likely_complete,likely_complete,seed round,seed round,True,up,,,5.0,,,,,,15.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,123268600_221012973T,123268600,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,seed round,False,up,,,10.0,,,,,,50.0,25.0,25.0,1.0,False,False,20.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,123268600_143058813T,123268600,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,5.0,2.0,3.0,1.5,False,False,15.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,134622385_526904228T,134622385,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,seed round,False,up,,,2.0,0.784,1.216,1.5510204081632653,False,False,15.0,3.48,11.52,3.310344827586207,False,False,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,134622385_762593770T,134622385,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,1.0,2.2715,1.2715,0.5597622716266785,False,False,4.5,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,134622385_571168881T,134622385,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,seed round,False,up,,,5.0,0.02320539,4.97679461,214.46718240891448,False,False,50.0,,,,,,20.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,145718938_867839336T,145718938,raise_now,raise_now,True,likely_complete,likely_complete,seed round,early stage vc,False,up,,,2.0,,,,,,15.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,152916478_891084665T,152916478,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,seed round,False,up,,,2.0,0.68,1.3199999999999998,1.9411764705882348,False,False,15.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,152916478_770543621T,152916478,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,seed round,False,up,,,2.0,4.4,2.4000000000000004,0.5454545454545455,False,False,10.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,152916478_816603649T,152916478,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,seed round,False,up,,,10.0,3.743051,6.2569490000000005,1.6716173517272408,False,False,50.0,7.9,42.1,5.329113924050633,False,False,20.0,47.38039446,27.380394459999998,0.5778844767346836,False,False
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,152916478_579647233T,152916478,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,seed round,False,up,up,True,10.0,0.5,9.5,19.0,False,False,50.0,9.999999,40.000001,4.000000500000049,False,False,20.0,54.25599884,34.25599884,0.6313771669934664,False,False
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,178378902_721357216T,178378902,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,2.0,,,,,,15.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,197258275_777840969T,197258275,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,5.0,0.38880958,4.61119042,11.8597654409647,False,False,15.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,197258275_428207586T,197258275,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,later stage vc,False,up,,,1.0,,,,,,5.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,218034134_459544862T,218034134,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,2.0,3.592405,1.5924049999999998,0.4432698985776938,False,True,15.0,7.292405,7.707595,1.0569345778244628,False,False,25.0,49.2622823,24.262282300000003,0.4925123475247512,False,True
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,218034134_081995870T,218034134,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,up,True,4.0,3.774843,0.22515699999999983,0.05964671908209158,True,True,11.0,18.374842,7.374842000000001,0.40135539668858106,False,True,25.0,57.82677559,32.82677559,0.5676743213688149,False,False
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,218034134_879239922T,218034134,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,up,True,10.0,3.25,6.75,2.076923076923077,False,False,50.0,32.75,17.25,0.5267175572519084,False,False,20.0,61.7447138,41.7447138,0.6760856311556829,False,False
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,218034134_453064052T,218034134,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,later stage vc,False,up,up,True,10.0,21.749998,11.749998000000001,0.5402298427797557,False,False,50.0,90.999993,40.999993,0.45054940828402046,False,True,20.0,68.05188141,48.05188140999999,0.7061065824249046,False,False
outputs/batch/pitchbook_007/run_001/baseline_history_with_roles_results.jsonl,run_001/baseline_history_with_roles,218034134_154346820T,218034134,raise_now,raise_now,True,likely_complete,likely_complete,later stage vc,later stage vc,True,up,down,False,25.0,29.5,4.5,0.15254237288135594,True,True,95.0,100.0,5.0,0.05,True,True,25.0,76.87188979,51.87188979,0.6747835903566902,False,False
