case_id,stage,financing_initiation_prediction,financing_initiation_correct,financing_completion_prediction,deal_type_prediction,deal_type_correct,valuation_direction_prediction,valuation_direction_correct,deal_size_prediction,deal_size_true,deal_size_abs_error,deal_size_abs_pct_error,deal_size_within_tolerance,post_money_valuation_prediction,post_money_valuation_true,post_money_valuation_abs_error,post_money_valuation_abs_pct_error,post_money_valuation_within_tolerance,investor_ownership_prediction,investor_ownership_true,investor_ownership_abs_error,investor_ownership_abs_pct_error,investor_ownership_within_tolerance
4790087_197130868T,initial,raise_now,True,likely_complete,early stage vc,False,up,,2.464286,0.06745,2.396836,35.535003706449224,False,9.857143,,,,,25.0,,,,
4790087_197130868T,round_1,raise_now,True,likely_complete,early stage vc,False,up,,2.464286,0.06745,2.396836,35.535003706449224,False,9.857143,,,,,25.0,,,,
4790087_197130868T,round_2,raise_now,True,likely_complete,early stage vc,False,up,,2.464286,0.06745,2.396836,35.535003706449224,False,9.857143,,,,,25.0,,,,
4790087_197130868T,round_3,raise_now,True,likely_complete,early stage vc,False,up,,2.464286,0.06745,2.396836,35.535003706449224,False,9.857143,,,,,25.0,,,,
4790087_197130868T,final,raise_now,True,likely_complete,early stage vc,False,up,,2.464286,0.06745,2.396836,35.535003706449224,False,9.857143,,,,,25.0,,,,
11830986_813677134T,initial,raise_now,True,likely_complete,early stage vc,True,up,,2.464286,110.75,108.285714,0.9777491106094808,False,9.857143,,,,,25.0,,,,
11830986_813677134T,round_1,raise_now,True,likely_complete,early stage vc,True,up,,2.464286,110.75,108.285714,0.9777491106094808,False,9.857143,,,,,25.0,,,,
11830986_813677134T,round_2,raise_now,True,likely_complete,early stage vc,True,up,,2.464286,110.75,108.285714,0.9777491106094808,False,9.857143,,,,,25.0,,,,
11830986_813677134T,round_3,raise_now,True,likely_complete,early stage vc,True,up,,2.464286,110.75,108.285714,0.9777491106094808,False,9.857143,,,,,25.0,,,,
11830986_813677134T,final,raise_now,True,likely_complete,early stage vc,True,up,,2.464286,110.75,108.285714,0.9777491106094808,False,9.857143,,,,,25.0,,,,
11830986_549655044T,initial,raise_now,True,likely_complete,early stage vc,True,up,,220.0,17.607315,202.392685,11.494806845904671,False,330.0,,,,,25.0,,,,
11830986_549655044T,round_1,raise_now,True,likely_complete,early stage vc,True,up,,220.0,17.607315,202.392685,11.494806845904671,False,330.0,,,,,25.0,,,,
11830986_549655044T,round_2,raise_now,True,likely_complete,early stage vc,True,up,,220.0,17.607315,202.392685,11.494806845904671,False,330.0,,,,,25.0,,,,
11830986_549655044T,round_3,raise_now,True,likely_complete,early stage vc,True,up,,220.0,17.607315,202.392685,11.494806845904671,False,330.0,,,,,25.0,,,,
11830986_549655044T,final,raise_now,True,likely_complete,early stage vc,True,up,,220.0,17.607315,202.392685,11.494806845904671,False,330.0,,,,,25.0,,,,
11830986_069610272T,initial,raise_now,True,likely_complete,early stage vc,True,up,,35.21,23.0,12.21,0.5308695652173914,False,183.57,,,,,35.0,,,,
11830986_069610272T,round_1,raise_now,True,likely_complete,early stage vc,True,up,,35.21,23.0,12.21,0.5308695652173914,False,183.57,,,,,35.0,,,,
11830986_069610272T,round_2,raise_now,True,likely_complete,early stage vc,True,up,,35.21,23.0,12.21,0.5308695652173914,False,183.57,,,,,35.0,,,,
11830986_069610272T,round_3,raise_now,True,likely_complete,early stage vc,True,up,,35.21,23.0,12.21,0.5308695652173914,False,183.57,,,,,35.0,,,,
11830986_069610272T,final,raise_now,True,likely_complete,early stage vc,True,up,,35.21,23.0,12.21,0.5308695652173914,False,183.57,,,,,35.0,,,,
11830986_789374083T,initial,raise_now,True,likely_complete,early stage vc,True,up,,30.0,350.0,320.0,0.9142857142857143,False,200.0,1100.0,900.0,0.8181818181818182,False,25.0,77.27272727,52.272727270000004,0.6764705882238754,False
11830986_789374083T,round_1,raise_now,True,likely_complete,early stage vc,True,up,,30.0,350.0,320.0,0.9142857142857143,False,200.0,1100.0,900.0,0.8181818181818182,False,25.0,77.27272727,52.272727270000004,0.6764705882238754,False
11830986_789374083T,round_2,raise_now,True,likely_complete,early stage vc,True,up,,30.0,350.0,320.0,0.9142857142857143,False,200.0,1100.0,900.0,0.8181818181818182,False,25.0,77.27272727,52.272727270000004,0.6764705882238754,False
11830986_789374083T,round_3,raise_now,True,likely_complete,early stage vc,True,up,,30.0,350.0,320.0,0.9142857142857143,False,200.0,1100.0,900.0,0.8181818181818182,False,25.0,77.27272727,52.272727270000004,0.6764705882238754,False
11830986_789374083T,final,raise_now,True,likely_complete,early stage vc,True,up,,30.0,350.0,320.0,0.9142857142857143,False,200.0,1100.0,900.0,0.8181818181818182,False,25.0,77.27272727,52.272727270000004,0.6764705882238754,False
11830986_816183250T,initial,raise_now,True,likely_complete,early stage vc,False,up,True,500.0,250.0,250.0,1.0,False,2000.0,2250.0,250.0,0.1111111111111111,True,25.0,78.22066854,53.220668540000005,0.6803913790737335,False
11830986_816183250T,round_1,raise_now,True,likely_complete,early stage vc,False,up,True,500.0,250.0,250.0,1.0,False,2000.0,2250.0,250.0,0.1111111111111111,True,25.0,78.22066854,53.220668540000005,0.6803913790737335,False
11830986_816183250T,round_2,raise_now,True,likely_complete,early stage vc,False,up,True,500.0,250.0,250.0,1.0,False,2000.0,2250.0,250.0,0.1111111111111111,True,25.0,78.22066854,53.220668540000005,0.6803913790737335,False
11830986_816183250T,round_3,raise_now,True,likely_complete,early stage vc,False,up,True,500.0,250.0,250.0,1.0,False,2000.0,2250.0,250.0,0.1111111111111111,True,25.0,78.22066854,53.220668540000005,0.6803913790737335,False
11830986_816183250T,final,raise_now,True,likely_complete,early stage vc,False,up,True,500.0,250.0,250.0,1.0,False,2000.0,2250.0,250.0,0.1111111111111111,True,25.0,78.22066854,53.220668540000005,0.6803913790737335,False
11830986_293087727T,initial,raise_now,True,likely_complete,later stage vc,True,up,,300.0,100.0,200.0,2.0,False,3000.0,,,,,75.0,,,,
11830986_293087727T,round_1,raise_now,True,likely_complete,later stage vc,True,up,,300.0,100.0,200.0,2.0,False,3000.0,,,,,75.0,,,,
11830986_293087727T,round_2,raise_now,True,likely_complete,later stage vc,True,up,,300.0,100.0,200.0,2.0,False,3000.0,,,,,75.0,,,,
11830986_293087727T,round_3,raise_now,True,likely_complete,later stage vc,True,up,,300.0,100.0,200.0,2.0,False,3000.0,,,,,75.0,,,,
11830986_293087727T,final,raise_now,True,likely_complete,later stage vc,True,up,,300.0,100.0,200.0,2.0,False,3000.0,,,,,75.0,,,,
11982935_342853943T,initial,raise_now,True,likely_complete,early stage vc,False,up,,2.178571,,,,,8.642857,,,,,25.0,,,,
11982935_342853943T,round_1,raise_now,True,likely_complete,early stage vc,False,up,,2.178571,,,,,7.785714,,,,,25.0,,,,
11982935_342853943T,round_2,raise_now,True,likely_complete,early stage vc,False,up,,2.178571,,,,,7.785714,,,,,25.0,,,,
11982935_342853943T,round_3,raise_now,True,likely_complete,early stage vc,False,up,,2.178571,,,,,7.785714,,,,,25.0,,,,
11982935_342853943T,final,raise_now,True,likely_complete,early stage vc,False,up,,2.178571,,,,,7.785714,,,,,25.0,,,,
26050294_545686821T,initial,raise_now,True,likely_complete,early stage vc,True,up,,4.857143,0.82633477,4.03080823,4.87793612992952,False,24.285714,,,,,25.0,,,,
26050294_545686821T,round_1,raise_now,True,likely_complete,early stage vc,True,up,,4.857143,0.82633477,4.03080823,4.87793612992952,False,24.285714,,,,,25.0,,,,
26050294_545686821T,round_2,raise_now,True,likely_complete,early stage vc,True,up,,4.857143,0.82633477,4.03080823,4.87793612992952,False,24.285714,,,,,25.0,,,,
26050294_545686821T,round_3,raise_now,True,likely_complete,early stage vc,True,up,,4.857143,0.82633477,4.03080823,4.87793612992952,False,24.285714,,,,,25.0,,,,
26050294_545686821T,final,raise_now,True,likely_complete,early stage vc,True,up,,4.857143,0.82633477,4.03080823,4.87793612992952,False,24.285714,,,,,25.0,,,,
55845274_951718297T,initial,raise_now,True,likely_complete,early stage vc,False,up,,2.071429,0.7,1.3714290000000002,1.9591842857142863,False,8.357143,,,,,25.0,,,,
55845274_951718297T,round_1,raise_now,True,likely_complete,early stage vc,False,up,,2.071429,0.7,1.3714290000000002,1.9591842857142863,False,8.357143,,,,,25.0,,,,
55845274_951718297T,round_2,raise_now,True,likely_complete,early stage vc,False,up,,2.071429,0.7,1.3714290000000002,1.9591842857142863,False,8.357143,,,,,25.0,,,,
55845274_951718297T,round_3,raise_now,True,likely_complete,early stage vc,False,up,,2.071429,0.7,1.3714290000000002,1.9591842857142863,False,8.357143,,,,,25.0,,,,
55845274_951718297T,final,raise_now,True,likely_complete,early stage vc,False,up,,2.071429,0.7,1.3714290000000002,1.9591842857142863,False,8.357143,,,,,25.0,,,,
55845274_269156833T,initial,raise_now,True,likely_complete,early stage vc,False,up,,1.285714,3.142495,1.8567809999999998,0.5908620379666475,False,2.142857,15.697907,13.555050000000001,0.8634940951045258,False,25.0,20.01856074,4.981439259999998,0.24884102931767502,True
55845274_269156833T,round_1,raise_now,True,likely_complete,early stage vc,False,up,,1.285714,3.142495,1.8567809999999998,0.5908620379666475,False,2.142857,15.697907,13.555050000000001,0.8634940951045258,False,25.0,20.01856074,4.981439259999998,0.24884102931767502,True
55845274_269156833T,round_2,raise_now,True,likely_complete,early stage vc,False,up,,1.285714,3.142495,1.8567809999999998,0.5908620379666475,False,2.142857,15.697907,13.555050000000001,0.8634940951045258,False,25.0,20.01856074,4.981439259999998,0.24884102931767502,True
55845274_269156833T,round_3,raise_now,True,likely_complete,early stage vc,False,up,,1.285714,3.142495,1.8567809999999998,0.5908620379666475,False,2.142857,15.697907,13.555050000000001,0.8634940951045258,False,25.0,20.01856074,4.981439259999998,0.24884102931767502,True
55845274_269156833T,final,raise_now,True,likely_complete,early stage vc,False,up,,1.285714,3.142495,1.8567809999999998,0.5908620379666475,False,2.142857,15.697907,13.555050000000001,0.8634940951045258,False,25.0,20.01856074,4.981439259999998,0.24884102931767502,True
56698470_648838575T,initial,raise_now,True,likely_complete,early stage vc,True,up,,4.785714,,,,,14.428571,15.0,0.5714290000000002,0.038095266666666676,True,25.0,,,,
56698470_648838575T,round_1,raise_now,True,likely_complete,early stage vc,True,up,,4.785714,,,,,14.428571,15.0,0.5714290000000002,0.038095266666666676,True,25.0,,,,
56698470_648838575T,round_2,raise_now,True,likely_complete,early stage vc,True,up,,4.785714,,,,,14.428571,15.0,0.5714290000000002,0.038095266666666676,True,25.0,,,,
56698470_648838575T,round_3,raise_now,True,likely_complete,early stage vc,True,up,,4.785714,,,,,14.428571,15.0,0.5714290000000002,0.038095266666666676,True,25.0,,,,
56698470_648838575T,final,raise_now,True,likely_complete,early stage vc,True,up,,4.785714,,,,,14.428571,15.0,0.5714290000000002,0.038095266666666676,True,25.0,,,,
56698470_418076218T,initial,raise_now,True,likely_complete,early stage vc,True,up,,1.589286,0.37,1.2192859999999999,3.2953675675675673,False,19.857143,,,,,24.107143,,,,
56698470_418076218T,round_1,raise_now,True,likely_complete,early stage vc,True,up,,1.589286,0.37,1.2192859999999999,3.2953675675675673,False,19.857143,,,,,24.107143,,,,
56698470_418076218T,round_2,raise_now,True,likely_complete,early stage vc,True,up,,1.589286,0.37,1.2192859999999999,3.2953675675675673,False,19.857143,,,,,24.107143,,,,
56698470_418076218T,round_3,raise_now,True,likely_complete,early stage vc,True,up,,1.589286,0.37,1.2192859999999999,3.2953675675675673,False,19.857143,,,,,24.107143,,,,
56698470_418076218T,final,raise_now,True,likely_complete,early stage vc,True,up,,1.589286,0.37,1.2192859999999999,3.2953675675675673,False,19.857143,,,,,24.107143,,,,
65829781_596811480T,initial,raise_now,True,likely_complete,early stage vc,True,up,,2.0,,,,,8.0,,,,,25.0,,,,
65829781_596811480T,round_1,raise_now,True,likely_complete,early stage vc,True,up,,2.0,,,,,8.0,,,,,25.0,,,,
65829781_596811480T,round_2,raise_now,True,likely_complete,early stage vc,True,up,,2.0,,,,,8.0,,,,,25.0,,,,
65829781_596811480T,round_3,raise_now,True,likely_complete,early stage vc,True,up,,2.0,,,,,8.0,,,,,25.0,,,,
65829781_596811480T,final,raise_now,True,likely_complete,early stage vc,True,up,,2.0,,,,,8.0,,,,,25.0,,,,
65829781_005051561T,initial,raise_now,True,likely_complete,early stage vc,False,up,,2.678571,,,,,16.071429,,,,,25.0,,,,
65829781_005051561T,round_1,raise_now,True,likely_complete,early stage vc,False,up,,2.678571,,,,,16.071429,,,,,25.0,,,,
65829781_005051561T,round_2,raise_now,True,likely_complete,early stage vc,False,up,,2.678571,,,,,16.071429,,,,,25.0,,,,
65829781_005051561T,round_3,raise_now,True,likely_complete,early stage vc,False,up,,2.678571,,,,,16.071429,,,,,25.0,,,,
65829781_005051561T,final,raise_now,True,likely_complete,early stage vc,False,up,,2.678571,,,,,16.071429,,,,,25.0,,,,
82237047_660939529T,initial,raise_now,True,likely_complete,early stage vc,False,up,,2.0,0.23692996,1.7630700400000001,7.441313204965721,False,8.0,,,,,25.0,,,,
82237047_660939529T,round_1,raise_now,True,likely_complete,early stage vc,False,up,,2.0,0.23692996,1.7630700400000001,7.441313204965721,False,8.0,,,,,25.0,,,,
82237047_660939529T,round_2,raise_now,True,likely_complete,early stage vc,False,up,,2.0,0.23692996,1.7630700400000001,7.441313204965721,False,8.0,,,,,25.0,,,,
82237047_660939529T,round_3,raise_now,True,likely_complete,early stage vc,False,up,,2.0,0.23692996,1.7630700400000001,7.441313204965721,False,8.0,,,,,25.0,,,,
82237047_660939529T,final,raise_now,True,likely_complete,early stage vc,False,up,,2.0,0.23692996,1.7630700400000001,7.441313204965721,False,8.0,,,,,25.0,,,,
82237047_094939993T,initial,raise_now,True,likely_complete,early stage vc,True,up,,0.75,0.8,0.050000000000000044,0.06250000000000006,True,1.0,4.3,3.3,0.7674418604651163,False,25.0,,,,
82237047_094939993T,round_1,raise_now,True,likely_complete,early stage vc,True,up,,0.75,0.8,0.050000000000000044,0.06250000000000006,True,1.0,4.3,3.3,0.7674418604651163,False,25.0,,,,
82237047_094939993T,round_2,raise_now,True,likely_complete,early stage vc,True,up,,0.75,0.8,0.050000000000000044,0.06250000000000006,True,1.0,4.3,3.3,0.7674418604651163,False,25.0,,,,
82237047_094939993T,round_3,raise_now,True,likely_complete,early stage vc,True,up,,0.75,0.8,0.050000000000000044,0.06250000000000006,True,1.0,4.3,3.3,0.7674418604651163,False,25.0,,,,
82237047_094939993T,final,raise_now,True,likely_complete,early stage vc,True,up,,0.75,0.8,0.050000000000000044,0.06250000000000006,True,1.0,4.3,3.3,0.7674418604651163,False,25.0,,,,
82237047_302141975T,initial,raise_now,True,likely_complete,early stage vc,False,up,,2.035714,2.55275491,0.51704091,0.2025423231876185,True,6.107143,,,,,25.0,,,,
82237047_302141975T,round_1,raise_now,True,likely_complete,early stage vc,False,up,,2.035714,2.55275491,0.51704091,0.2025423231876185,True,6.107143,,,,,25.0,,,,
82237047_302141975T,round_2,raise_now,True,likely_complete,early stage vc,False,up,,2.035714,2.55275491,0.51704091,0.2025423231876185,True,6.107143,,,,,25.0,,,,
82237047_302141975T,round_3,raise_now,True,likely_complete,early stage vc,False,up,,2.035714,2.55275491,0.51704091,0.2025423231876185,True,6.107143,,,,,25.0,,,,
82237047_302141975T,final,raise_now,True,likely_complete,early stage vc,False,up,,2.035714,2.55275491,0.51704091,0.2025423231876185,True,6.107143,,,,,25.0,,,,
87512028_605122136T,initial,raise_now,True,likely_complete,early stage vc,False,up,,2.071429,,,,,12.357143,,,,,25.0,,,,
87512028_605122136T,round_1,raise_now,True,likely_complete,early stage vc,False,up,,2.107143,,,,,12.357143,,,,,25.0,,,,
87512028_605122136T,round_2,raise_now,True,likely_complete,seed round,False,up,,2.107143,,,,,12.357143,,,,,25.0,,,,
87512028_605122136T,round_3,raise_now,True,likely_complete,seed round,False,up,,2.107143,,,,,12.357143,,,,,25.0,,,,
87512028_605122136T,final,raise_now,True,likely_complete,seed round,False,up,,2.107143,,,,,12.357143,,,,,25.0,,,,
87512028_919782061T,initial,raise_now,True,likely_complete,early stage vc,False,up,,2.392857,,,,,14.285714,,,,,25.0,,,,
87512028_919782061T,round_1,raise_now,True,likely_complete,early stage vc,False,up,,2.392857,,,,,14.285714,,,,,25.0,,,,
87512028_919782061T,round_2,raise_now,True,likely_complete,early stage vc,False,up,,2.392857,,,,,14.285714,,,,,25.0,,,,
